bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_mean_ps,bidirectional_stddev_ps, bidirectional_max_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_ack_packets,src2dst_ack_packets,dst2src_ack_packets,label
21,7,3890,36,3,3014,583.29881,1087.781192,2859,1034,1669.558292,2962,6.71,12.6,36,5,18.6,21.3619,47,6,3,3,0
23,7,3840,35,3,3250,579.43222,1069.693221,2898,1034,1663.923458,2962,5.41,11.6,32,8,16.4,17.7121,48,6,3,3,0
21,7,3712,39,3,3211,571.7781,1108.781,2820,1164,1720.70177,2962,7.169,14.918,35,7,18.991,23.92031022,32,6,3,3,0
18,7,3672,32,3,3202,580.21119,1107.567183,2992,1164,1810.37321,2962,9.852,15.348,37,8,20.3,23.77676611,36,6,3,3,0
22,7,3790,35,3,3006,543.921113,1093.473364,2920,1164,1734.83742,2962,7.474,14.78,36,10,18.5,20.566822,31,6,3,3,0
23,7,3740,36,3,2900,531.61112,1082.98873,2848,1164,1781.18373,2962,7.382,13.956,37,6,19.4,24.989282,35,6,3,3,0
21,7,3714,33,3,3110,565.2873,1098.289776,2902,1164,1720.37371,2962,6.984,12.866,38,8,19.9,22.3983222,30,6,3,3,0
19,7,3680,33,3,3230,570.8862,1078.87123,2988,1164,1694.34629,2962,6.484,13.178,34,11,18.6,24.3092709,32,6,3,3,0
20,7,3680,34,3,3096,567.88921,1083.346864,2929,1164,1781.47282,2962,7.844,14.282,35,6,20.2,20.1029272,29,6,3,3,0
23,7,3740,36,3,3108,540.78991,1109.117275,2940,1164,1840.47413,2962,8.753,14.589,39,8,19.4,23.8922132,35,6,3,3,0
26,7,3712,37,3,3102,549.27127,1092.911283,2922,1164,1742.48459,2962,7.581,14.486,38,11,20.7,21.30292929,32,6,3,3,0
21,7,3672,33,3,3206,537.9842,1097.291826,2970,1164,1782.37319,2962,7.938,14.856,41,9,21.2,24.39029247,36,6,3,3,0
22,7,3790,32,3,3202,571.24792,1097.62232,2862,1164,1683.92831,2962,6.583,13.184,40,8,21.6,24.4889392,31,6,3,3,0
28,7,3840,36,3,3220,556.432,1108.522987,2972,1164,1741.37392,2962,7.49,13.958,37,10,19.3,19.9922921,25,6,3,3,0
24,7,3714,35,3,3208,568.187129,1094.662313,2790,1164,1672.16452,2962,6.595,13.373,42,12,22.7,24.73636311,28,6,3,3,0
22,7,3680,35,3,3402,556.82634,1105.127737,2938,1164,1793.57583,2962,7.285,13.544,34,7,19.3,24.848483,26,6,3,3,0
18,7,3650,36,3,3203,548.83981,1902.572529,2930,1164,1652.38492,2962,6.485,13.189,36,9,18.6,22.94452511,31,6,3,3,0
21,7,3740,38,3,3103,545.78371,1109.198164,2750,1164,1710.37379,2962,7.812,14.574,38,6,18.4,22.6201175,30,6,3,3,0
24,7,3690,35,3,3300,564.897912,1107.921785,2870,1164,1672.93727,2962,6.812,13.754,34,8,19.8,23.7244938,34,6,3,3,0
25,7,3672,37,3,3010,571.1881,1088.13878,2862,1164,1735.28283,2962,7.839,14.488,37,6,20.5,23.82813,28,6,3,3,0
25,7,3790,35,3,3202,547.82782,1107.39287,2972,1164,1692.57483,2962,6.191,12.735,38,10,18.8,22.9393222,32,6,3,3,0
23,7,3720,36,3,3104,559.19113,1105.322124,2724,1164,1740.27348,2962,7.29,13.974,33,9,20.1,20.4928385,30,6,3,3,0
23,7,3714,31,3,3102,571.97432,1109.989125,2818,1164,1802.93417,2962,8.576,14.638,39,8,20.4,23.2256718,34,6,3,3,0
25,7,3680,32,3,3204,562.77198,1103.299872,2798,1164,1737.48491,2962,7.447,14.379,37,7,19.4,20.1528772,29,6,3,3,0
21,7,3730,36,3,3170,557.982121,1087.665451,2880,1164,1820.72128,2962,8.187,14.374,38,11,19.8,22.49496781,32,6,3,3,0
23,7,3740,36,3,3010,548.9898,1078.861196,2930,1164,1682.37381,2962,6.295,12.834,38,8,20,19.5393922,33,6,3,3,0
21,7,3712,35,3,3102,539.81121,1708.191421,2909,1164,1742.48428,2962,7.595,13.479,39,9,21.5,20.3678527,36,6,3,3,0
21,7,3702,35,3,3102,540.12219,1180.599812,2840,1164,1707.36328,2962,7.495,13.835,34,12,19.6,20.2905674,31,6,3,3,0
18,7,3790,32,3,3106,571.4458,1171.18872,2840,1164,1682.28394,2962,6.283,12.748,33,8,17,23.3299221,34,6,3,3,0
22,7,3680,29,3,3102,573.1498729,1107.654765,2848,1164,1703.38491,2962,7.762,14.247,32,7,19.4,21.39292811,32,6,3,3,0
23,7,3714,36,3,3112,560.187252,1087.778122,2842,1164,1675.91127,2962,6.182,12.648,39,9,21.7,24.4830328,32,6,3,3,0
21,7,3680,33,3,3300,564.8982429,1104.188972,2905,1164,1761.75739,2962,7.352,14.152,36,6,19.4,21.93293414,31,6,3,3,0
19,7,3700,36,3,3270,550.272198,1109.767613,2918,1164,1729.38492,2962,7.382,14.278,40,12,22.7,22.94657833,35,6,3,3,0
20,7,3740,37,3,3175,572.928178,1061.888766,2820,1164,1849.19233,2962,8.274,13.892,38,7,20.4,20.8429741,32,6,3,3,0
23,7,3692,36,3,3044,583.29881,1105.899878,2808,1164,1730.57182,2962,7.745,12.385,40,6,18.7,21.27564211,35,6,3,3,0
26,7,3672,38,3,3102,559.464532,10602.47769,2906,1164,1672.92931,2962,6.937,11.933,38,9,19.4,24.106633,31,6,3,3,0
21,7,3690,37,3,3202,581.667781,1062.455128,2972,1164,1738.28931,2962,7.36,12.394,35,10,18.1,19.3900112,25,6,3,3,0
22,7,3840,38,3,3304,554.821119,1102.178188,2922,1164,1733.93818,2962,6.598,11.783,41,10,20.8,23.61039912,28,6,3,3,0
28,7,3714,32,3,3053,552.92113,1150.198165,2790,1164,1728.17291,2962,7.39,13.844,35,9,18.5,20.3949102,26,6,3,3,0
24,7,3680,37,3,3203,537.98112,1190.569819,2845,1164,1749.39223,2962,7.675,13.674,38,5,19.3,18.20277311,31,6,3,3,0
22,7,3709,36,3,3802,545.7122873,1039.873682,2850,1164,1802.48429,2962,8.443,14.351,39,8,21.6,22.6112093,30,6,3,3,0
18,7,3740,36,3,3140,548.556462,1059.829112,2996,1164,1728.39281,2962,7.884,13.764,42,8,22.1,21.3377162,34,6,3,3,0
21,7,3690,33,3,3102,567.88921,1170.499849,2907,1164,1810.27914,2962,8.179,14.455,40,9,20.2,21.1193033,30,6,3,3,0
24,7,3672,36,3,3004,540.78991,1072.1765,2834,1164,1830.48422,2962,8.756,15.252,35,11,19.4,21.3202022,32,6,3,3,0
25,7,3790,32,3,3031,540.129217,1095.6521,2815,1164,1764.19873,2962,7.835,13.785,37,9,16.6,20.522,30,6,3,3,0
25,7,3790,37,3,3215,570.8871242,1110.199812,2748,1164,1634.14831,2962,6.324,11.78,38,8,22.5,23.34801792,34,6,3,3,0
23,7,3804,36,3,3102,551.271232,1120.998449,2860,1164,1801.83731,2962,7.462,13.571,38,11,18.9,20.20292383,34,6,3,3,0
20,7,3670,37,3,3154,546.438712,1107.821987,2750,1164,1700.39318,2962,7.625,13.768,36,6,19.4,19.9938844,32,6,3,3,0
21,7,3730,38,3,3104,554.129812,1029.466423,2820,1164,1702.43939,2962,6.918,12.275,37,10,18.9,21.43939023,31,6,3,3,0
24,7,3740,35,3,3180,559.389914,1039.192124,2898,1164,1802.83731,2962,8.237,14.757,39,11,21.9,23.23946112,36,6,3,3,0
25,7,3712,36,3,3110,558.12981,1109.198165,2820,1164,1609.39349,2962,6.65,11.384,38,9,21.8,23.9497504,28,6,3,3,0
21,7,3672,37,3,2960,565.71289,1092.182898,2902,1164,1631.57492,2962,6.385,11.393,40,8,22.4,24.3948583,32,6,3,3,0
22,7,3790,36,3,3102,542.1219892,1052.972783,2920,1164,1842.57582,2962,8.874,14.481,37,8,18.3,20.393994,31,6,3,3,0
28,7,3840,34,3,3130,561.154891,1107.112762,2840,1164,1680.49472,2962,6.733,11.747,32,11,22.6,23.83393938,30,6,3,3,0
19,7,3640,35,3,3094,534.8922382,1108.51288,2902,1164,1632.55271,2962,6.323,11.472,39,7,18.9,21.30292929,34,6,3,3,0
20,7,3680,31,3,3102,560.197113,1015.344989,2982,1164,1691.74642,2962,6.265,11.231,39,9,21.7,24.39029247,36,6,3,3,0
20,7,3650,32,3,3184,549.9398212,1025.887827,2929,1164,1804.95772,2962,8.88,14.863,37,6,22.4,24.4889392,32,6,3,3,0
28,7,3740,35,3,3280,537.9231198,1108.817272,2940,1164,1682.74644,2962,6.364,11.472,37,9,17.3,19.9200291,30,6,3,3,0
21,7,3690,36,3,3175,542.987621,1012.117763,2822,1164,1751.46463,2962,6.99,11.835,39,6,21.9,22.73103931,34,6,3,3,0
24,7,3740,34,3,3014,539.899765,1106.822334,2830,1164,1710.63569,2962,7.274,14.418,40,10,21.4,24.8039393,31,6,3,3,0
25,7,3790,35,3,3102,535.22211,1078.872621,2960,1164,1685.27241,2962,6.282,11.683,36,9,18.8,20.94452511,32,6,3,3,0
27,7,3790,32,3,3190,570.87123,1090.162728,2962,1164,1720.44728,2962,7.584,14.296,37,8,20.5,22.6201175,34,6,3,3,0
23,7,3714,32,3,3104,557.489128,1078.541119,2842,1164,1761.54346,2962,7.277,13.925,40,7,22.3,23.7244938,36,6,3,3,0
26,7,3740,36,3,3118,561.122329,1088.55316,2962,1164,1691.72362,2962,7.35,14.681,33,8,18.5,20.82813044,31,6,3,3,0
22,7,3730,33,3,3180,550.527123,1078.210952,2940,1164,1732.54652,2962,8.492,14.564,32,8,19.4,21.93490222,34,6,3,3,0
21,7,3740,36,3,3014,567.112429,1072.987777,2968,1164,1692.62842,2962,6.535,11.537,37,9,19.9,19.49020225,32,6,3,3,0
23,7,3712,36,3,3014,541.425498,1070.55464,2860,1164,1802.73632,2962,7.36,12.826,36,11,20.4,20.2016718,32,6,3,3,0
20,7,3672,38,3,3250,573.98778,1071.442239,2860,1164,1692.97368,2962,6.554,11.174,38,8,20.2,21.17230933,33,6,3,3,0
25,7,3790,38,3,3211,539.4256519,1082.812233,2980,1164,1670.94843,2962,6.293,11.587,38,7,19.4,21.4900292,35,6,3,3,0
23,7,3780,37,3,3102,535.2198171,1093.998122,2962,1164,1682.83742,2962,6.15,11.152,40,8,20.7,19.5393922,32,6,3,3,0
25,7,3714,38,3,3204,573.4219187,1087.612234,2922,1164,1718.38343,2962,6.849,12.275,40,6,21.7,23.30299127,33,6,3,3,0
18,7,3680,35,3,3170,581.282781,1080.21325,2928,1164,1689.38392,2962,6.48,11.834,38,11,21.6,20.2905674,31,6,3,3,0
21,7,3700,37,3,3100,554.2821119,1078.129156,2946,1164,1639.27391,2962,6.832,11.938,41,7,20.8,23.301221,25,6,3,3,0
24,7,3800,34,3,3172,552.93282,1107.591278,2870,1164,1671.32392,2962,6.645,12.375,38,6,22.7,19.91002911,32,6,3,3,0
25,7,3712,36,3,3128,580.98112,1182.18587,2914,1164,1690.83228,2962,7.254,13.473,38,10,19.3,18.1038332,26,6,3,3,0
25,7,3672,33,3,3202,554.7139876,1098.944324,2962,1164,1709.28328,2962,7.457,13.248,39,8,22.1,23.2023939,31,6,3,3,0
23,7,3730,36,3,2974,548.556462,1182.791724,2962,1164,1670.5977,2962,6.245,11.828,42,7,21.7,23.2902835,30,6,3,3,0
20,7,3840,32,3,3112,538.675541,1028.199109,2792,1164,1703.64574,2962,7.48,14.212,40,9,19.8,22.34930227,34,6,3,3,0
21,7,3714,37,3,3300,540.78991,1159.898191,2968,1164,1805.45429,2962,8.425,14.863,37,5,20.5,21.1472824,33,6,3,3,0
24,7,3680,36,3,3270,548.117321,1030.543891,2962,1164,1672.29384,2962,6.663,11.352,37,8,20.4,23.3299221,32,6,3,3,0
25,7,3820,36,3,3005,560.8223154,1170.459811,2902,1164,1723.59593,2962,7.373,13.575,37,11,20.1,21.39292811,30,6,3,3,0
21,7,3740,36,3,3004,561.2329111,1102.81244,2908,1164,1693.49217,2962,6.692,11.683,38,9,23.6,24.4830328,31,6,3,3,0
22,7,3680,37,3,3042,563.471882,1082.498178,2762,1164,1630.49421,2962,7.48,13.474,36,10,19.4,21.93293414,34,6,3,3,0
28,7,3672,36,3,3202,564.181298,10910.15424,2850,1164,1690.34511,2962,6.382,11.358,39,8,21.2,22.94657833,33,6,3,3,0
19,7,3790,37,3,3104,550.3814,1080.142211,2928,1164,1702.23621,2962,8.424,14.285,39,6,20,20.8429741,27,6,3,3,0
20,7,3690,38,3,2973,558.89781,109.332565,2946,1164,1690.48492,2962,6.764,12.174,37,9,21.5,21.27564211,31,6,3,3,0
20,7,3804,38,3,3203,565.798232,1073.412432,2790,1164,1703.38342,2962,7.656,13.854,41,12,21.7,24.106633,35,6,3,3,0
28,7,3680,34,3,3002,549.123987,1069.441233,2840,1164,1663.35782,2962,5.532,11.157,37,10,17,19.3900112,35,6,3,3,0
21,7,3710,35,3,3440,574.198791,1096.532176,2902,1164,1712.58421,2962,7.16,13.457,39,8,22.5,23.61039912,28,6,3,3,0
24,7,3740,36,3,3203,534.82134,1032.121218,2982,1164,1721.53922,2962,7.692,13.737,38,9,21.7,20.3949102,31,6,3,3,0
28,7,3790,33,3,3004,560.198983,1045.22112,2940,1164,1750.49539,2962,7.733,13.335,39,12,19.4,18.20277311,36,6,3,3,0
27,7,3790,36,3,3042,549.712221,1090.782131,2940,1164,1700.72319,2962,7.637,13.275,40,10,21,22.6112093,32,6,3,3,0
29,7,3714,32,3,3202,565.988981,1120.349813,2822,1164,1704.12473,2962,6.63,11.532,37,13,22.1,21.3377162,34,6,3,3,0
29,7,3720,33,3,3104,544.761221,1106.818734,2830,1164,1670.83621,2962,6.62,11.347,39,7,20.6,21.1193033,36,6,3,3,0
27,7,3740,36,3,3273,539.8151612,1022.191789,2968,1164,1722.54811,2962,6.984,12.355,39,8,20.3,21.3202022,30,6,3,3,0
26,7,3740,36,3,3203,552.1981298,1029.199913,2962,1164,1700.56118,2962,8.36,14.757,35,9,18.1,20.522,31,6,3,3,0
27,7,3712,35,3,2902,541.822313,1170.112981,2948,1164,1742.45441,2962,7.737,13.478,41,10,22.9,23.34801792,34,6,3,3,0
21,7,3672,34,3,3440,563.1879858,1020.712984,2962,1164,1751.59593,2962,7.373,13.263,35,11,18,20.20292383,35,6,3,3,0
23,7,3690,36,3,3203,567.999876,1091.554213,2940,1164,1701.29564,2962,8.89,14.228,37,9,20.5,19.9938844,31,6,3,3,0
28,7,3780,37,3,3204,555.59198,1072.823476,2864,1164,1671.57552,2962,6.362,11.317,38,6,20.5,21.43939023,28,6,3,3,0
27,7,3714,36,3,3132,557.1129,1109.487939,2960,1164,1730.54745,2962,7.733,13.942,40,8,22.4,23.23946112,35,6,3,3,0
21,7,3680,32,3,3202,541.9812398,1075.322315,2840,1164,1693.48447,2962,7.35,13.531,42,7,24.6,23.9497504,32,6,3,3,0
23,7,3700,38,3,3104,563.982311,1075.81244,2970,1164,1690.48493,2962,6.638,11.346,41,9,22.4,24.3948583,36,6,3,3,0
24,7,3790,36,3,3073,572.598123,1102.819912,2930,1164,1720.4749,2962,7.443,14.352,37,10,19.2,20.393994,31,6,3,3,0
22,7,3712,36,3,3103,567.112429,1134.226863,2865,1164,1749.48941,2962,7.237,13.874,39,7,22.8,23.83393938,30,6,3,3,0
18,7,3672,35,3,3104,548.9122398,1102.334978,2764,1164,1704.78486,2962,7.29,14.216,38,8,20.3,21.30292929,37,6,3,3,0
19,7,3680,32,3,3120,563.91238,1017.744296,2910,1164,1675.56173,2962,6.926,11.743,42,12,23.7,24.39029247,34,6,3,3,0
11,7,618,15,3,352,88.28,58.26,94,88.66,53.96,94,1.9,14.296,4.1,1,2.2,3.8,4,4,2,2,0
9,7,620,16,3,354,86.29,57.39,88,88.66,52.39,94,1.6,14.285,4.2,1,2.7,3.5,5,4,2,2,0
11,7,619,17,3,352,89.81,58.26,90,88.66,53.15,94,2.3,15.182,3.7,1,2.4,3.6,3,4,2,2,0
8,7,613,15,3,354,81.89,59.17,93,88.66,52.58,94,2.1,14.836,3.6,3,3.6,4.6,3,4,2,2,0
17,7,602,14,3,350,88.42,58.67,97,88.66,54.28,94,2.7,14.533,3.7,1,2.1,2.7,5,4,2,2,0
15,7,590,15,3,352,88.21,57.49,93,88.66,53.72,94,2.1,13.474,3.8,4,3.7,4.2,2,4,2,2,0
11,7,570,16,3,352,87.99,58.93,96,88.66,53.52,94,2.3,14.837,4.5,3,3.4,4.7,3,4,2,2,0
12,7,610,18,3,354,88.23,56.45,91,88.66,50.43,94,1.2,14.285,4.3,1,2.5,3.5,2,4,2,2,0
14,7,620,13,3,354,87.4,56.78,92,88.66,52.42,94,1.4,13.864,4.8,2,2,2.8,3,4,2,2,0
15,7,610,14,3,350,89.3,56.71,87,88.66,48.51,94,1.1,11.344,4.1,4,4.8,5.4,4,4,2,2,0
7,7,613,16,3,352,88,58.94,95,88.66,54.22,94,3.6,15.477,3.8,3,3.6,4.2,6,4,2,2,0
13,7,602,17,3,350,88.22,57.98,88,88.66,49.94,94,1.2,11.247,3.8,4,3.1,3.6,3,4,2,2,0
12,7,630,15,3,354,88.9,58.28,89,88.66,50.42,94,1.4,11.637,3.9,3,3.5,3.9,5,4,2,2,0
11,7,591,18,3,354,87.3,58.91,90,88.66,50.33,94,1.6,11.825,4.2,2,2.4,3,2,4,2,2,0
15,7,618,15,3,354,86.9,58.34,93,88.66,54.23,94,3.4,15.554,4.1,2,2,2.5,4,4,2,2,0
13,7,620,16,3,352,88.3,59.12,94,88.66,55.39,94,3.7,15.842,3.8,4,4.9,5.7,3,4,2,2,0
12,7,619,15,3,352,87.7,55.34,93,88.66,52.86,94,2.1,13.457,3,4,3.8,4.3,3,4,2,2,0
16,7,613,17,3,352,89.4,57.24,94,88.66,54.47,94,3.4,15.358,3.7,3,3.7,4.6,4,4,2,2,0
7,7,604,14,3,354,88.32,58.93,96,88.66,55.72,94,3.9,15.93,4.3,2,3.3,3.5,5,4,2,2,0
12,7,630,17,3,354,87.5,57.68,88,88.66,50.5,94,1.3,11.746,3.9,4,3.9,4,3,4,2,2,0
12,7,610,18,3,350,89.6,57.39,90,88.66,50.39,94,1,11.375,3.7,3,3.6,4.2,6,4,2,2,0
12,7,610,15,3,354,88.6,58.21,86,88.66,49.29,94,1.2,11.629,3.9,4,3.7,4.6,3,4,2,2,0
11,7,620,17,3,352,88.43,56.37,97,88.66,53.58,94,3.2,15.796,3.5,1,2,2.5,5,4,2,2,0
11,7,620,17,3,354,88.7,58.87,94,88.66,52.42,94,1.5,11.849,4.6,3,3.6,4.3,2,4,2,2,0
18,7,613,15,3,352,88.8,57.89,95,88.66,52.45,94,1.5,11.51,3.6,4,4.3,5.7,3,4,2,2,0
15,7,602,15,3,352,88.23,56.93,93,88.66,53.92,94,2.1,14.663,3.9,3,3.8,4.1,4,4,2,2,0
15,7,630,14,3,352,88.98,59.97,90,88.66,50.27,94,1.2,11.43,3.8,3,3.6,4.6,6,4,2,2,0
9,7,601,17,3,354,88.32,58.28,96,88.66,53.48,94,2.4,14.732,4.3,1,2.8,3.6,2,4,2,2,0
8,7,602,18,3,352,87.33,57.27,97,88.66,54.42,94,3.2,14.557,4.2,2,2.6,3.2,4,4,2,2,0
12,7,630,15,3,350,88.45,56.84,99,88.66,55.76,94,3.8,14.643,3.9,4,4.6,5.7,3,4,2,2,0
12,7,591,18,3,352,86.78,57.98,94,88.66,52.59,94,1.6,11.473,3.8,3,3.5,4.5,5,4,2,2,0
16,7,618,14,3,352,89.78,58.28,95,88.66,50.58,94,1.3,11.427,3.6,3,3.2,3.6,2,4,2,2,0
12,7,620,14,3,354,83.6,58.94,87,88.66,49.67,94,1.2,11.376,3.7,3,3.7,4.2,3,4,2,2,0
9,7,619,15,3,354,86.5,56.34,85,88.66,48.62,94,1,11.137,4,3,3.6,4.8,6,4,2,2,0
16,7,613,19,3,352,88.23,59.12,89,88.66,49.93,94,1.1,11.448,3.4,2,2.2,2.4,4,4,2,2,0
15,7,604,14,3,352,87.67,59.14,95,88.66,52.48,94,1.3,11.282,3.5,2,2.4,2.6,5,4,2,2,0
16,7,630,15,3,352,88.28,59.74,90,88.66,52.94,94,1.4,11.487,3.7,2,2.6,3,2,4,2,2,0
8,7,610,16,3,352,82.33,57.63,93,88.66,53.2,94,1.3,11.329,4.3,3,3.2,3.8,4,4,2,2,0
13,7,610,17,3,354,86.88,57.98,94,88.66,50.58,94,1.4,11.484,3.7,3,2.8,3.5,5,4,2,2,0
13,7,620,15,3,354,88.6,60.45,93,88.66,53.91,94,3.5,14.683,4.3,3,3.6,4.6,3,4,2,2,0
14,7,620,16,3,352,87.32,57.91,92,88.66,50.34,94,1.3,11.397,4.5,4,3.6,4.5,2,4,2,2,0
12,7,613,19,3,352,89.3,61.4,91,88.66,52.59,94,2.4,13.639,4.5,4,3.4,4.5,4,4,2,2,0
13,7,607,17,3,354,87.4,57.17,90,88.66,50.69,94,1.2,11.346,3.8,3,3.2,3.7,7,4,2,2,0
15,7,630,14,3,352,86.89,58.79,92,88.66,51.35,94,1.2,11.18,3.6,2,2.6,3,2,4,2,2,0
16,7,601,16,3,352,88.2,59.69,94,88.66,53.85,94,2.6,13.491,4.3,2,2.9,3.5,5,4,2,2,0
8,7,632,16,3,352,88.4,61.81,96,88.66,54.68,94,3.2,14.26,3.5,2,2.3,2.9,4,4,2,2,0
54,10,9239,64,9,7218,1571,2621,3230,88.66,2940.882,7560,23.2,35.8,62.9,18,34.5,42.4421,51,10,5,5,0
53,10,9310,61,9,7314,1602,2608,3410,88.66,2983.575,7560,24.4,36.4,61.4,21,34.9,44.6933,48,10,5,5,0
48,10,9230,63,9,7214,1569,2608,3315,88.66,2870.492,7560,22.5,33.8,60.6,20,32.6,42.94,53,10,5,5,0
55,10,9180,60,9,7200,1670,2621,3220,88.66,2992.484,7560,23.4,35.2,64.3,24,34.9,43.9411,49,10,5,5,0
50,10,9098,59,9,7314,1602,2616,3270,88.66,2940.315,7560,24.3,36.7,61.8,19,30.5,41.4843,48,10,5,5,0
53,10,9120,56,9,7120,1709,2610,3230,88.66,2882.575,7560,21.4,32.4,65.3,22,35.4,43.604,50,10,5,5,0
52,10,9231,60,9,7120,1680,2609,3240,88.66,2940.623,7560,22.4,33.6,64.2,25,36.1,43.4584,54,10,5,5,0
21,7,3900,25,3,3102,557.1428571,1078.198409,2962,1034,1669.70177,2962,5.18,4.308905507,10,7,8.5,2.1213202,10,6,3,3,0
27,7,3970,27,3,3112,554.112998,1109.49138,2962,1034,1660.57472,2962,5.4,4.72823633,14,5,9.5,4.97474611,6,6,3,3,0
24,7,3842,23,3,2990,551.849813,1094.993844,2821,1034,1672.57211,2962,6.22,5.257347732,13,9,9.2,3.46374402,7,6,3,3,0
25,7,3846,26,3,3118,566.1858,1076.282891,2874,1034,1684.92238,2962,5.32,4.82620202,14,7,9.7,4.74855494,5,6,3,3,0
23,7,3870,27,3,3200,564.99876,1092.998172,2960,1034,1669.47494,2962,6.9,5.72636362,12,5,8.9,3.74475328,9,6,3,3,0
24,7,3920,22,3,3102,559.512387,1102.918222,2990,1034,1703.68922,2962,6.85,5.6473732,9,6,7.8,2.1283944,6,6,3,3,0
21,7,3920,20,3,3012,557.1129,1067.998173,2917,1034,1659.58543,2962,5.43,4.92727731,15,8,9.5,4.3939222,7,6,3,3,0
26,7,3846,26,3,3290,541.9812398,1102.819282,2930,1034,1664.45833,2962,6.6,5.38274744,15,5,9.6,4.3603831,10,6,3,3,0
23,7,3832,26,3,3212,573.91989,1092.284726,2795,1034,1573.45851,2962,5.6,4.2727711,11,9,8.4,3.4584324,5,6,3,3,0
62,13,3228,67,5,1577,473.16,549.3,782,415.4,360.794,688,27.34391,33.55611,42,4,4.3,3.8009,4,12,6,6,0
54,13,3284,63,5,1497,469.42,552.81,745,415.4,349.482,688,24.58337,29.47382,40,3,4.2,3.3992,5,12,6,6,0
56,13,3000,38,5,1642,472.51,548.82,781,415.4,358.239,688,25.88832,29.96837,45,6,5.7,4.56729,3,12,6,6,0
39,13,3270,37,5,1602,480.21,564.91,748,415.4,346.383,688,24.25839,29.39483,40,3,4.2,2.3831,6,12,6,6,0
45,13,3202,62,5,1590,472.81,559.1,767,415.4,350.496,688,25.48481,29.45738,36,2,3.8,2.156,4,12,6,6,0
45,13,3210,64,5,1570,486.21,573.29,780,415.4,364.484,688,27.51272,33.58384,37,4,5.3,3.5679,3,12,6,6,0
46,13,3028,64,5,1577,467.9,538.92,797,415.4,363.481,688,27.13822,33.27483,34,4,4.3,4.9303,2,12,6,6,0
48,13,3284,62,5,1480,471.12,579.3,793,415.4,360.194,688,26.84762,30.48391,43,5,5.3,2.4922,3,12,6,6,0
53,13,3190,69,5,1494,468.34,567.81,792,415.4,369.472,688,27.74892,33.28285,32,4,4.9,3.3021,5,12,6,6,0
56,13,3170,66,5,1670,475.64,547.8,779,415.4,353.595,688,25.38319,29.38474,36,3,4,4.7282,5,12,6,6,0
58,13,3171,63,5,1628,467.92,565.71,790,415.4,369.361,688,27.83882,34.39484,33,2,2.5,4.93831,3,12,6,6,0
60,13,3011,66,5,1509,478.93,578.4,782,415.4,358.381,688,25.16381,28.83943,37,2,3.4,3.3093,6,12,6,6,0
61,13,3124,68,5,1561,462.9,582.8,768,415.4,355.585,688,25.62242,29.89202,37,3,3.6,2.2372,4,12,6,6,0
54,13,3284,64,5,1601,473.9,567.11,762,415.4,352.994,688,25.14783,28.85747,39,3,4.3,3.3802,6,12,6,6,0
54,13,3190,65,5,1497,473.96,564.31,789,415.4,361.149,688,26.88573,31.4813,43,4,5.7,3.7639,3,12,6,6,0
53,13,3090,69,5,1642,479.92,565.9,767,415.4,354.685,688,25.49421,29.48493,40,4,4.3,4.1152,4,12,6,6,0
56,13,3109,63,5,1592,474.58,532.82,782,415.4,360.295,688,25.82938,29.82923,32,3,3.6,3.4025,4,12,6,6,0
60,13,3210,62,5,1590,470.71,574.3,764,415.4,356.19,688,24.73738,28.83292,34,3,2.7,2.89052,5,12,6,6,0
45,13,3028,61,5,1570,472.81,578.2,769,415.4,356.223,688,25.48732,29.6577,42,3,4.5,3.49225,3,12,6,6,0
45,13,3204,60,5,1607,474.21,558.52,782,415.4,363.482,688,26.85795,32.67754,36,2,3.9,3.9181,5,12,6,6,0
46,13,3082,67,5,1480,477.94,546.91,768,415.4,359.581,688,25.83874,30.35536,44,5,5.1,4.4573,3,12,6,6,0
43,13,3140,64,5,1594,478.72,556.23,785,415.4,360.293,688,26.19276,30.86665,37,4,4.6,3.7037,6,12,6,6,0
56,13,3230,68,5,1570,461.94,536.73,790,415.4,366.992,688,27.45773,33.38637,33,2,2.7,4.2456,5,12,6,6,0
56,13,3011,63,5,1628,475.64,545.3,793,415.4,364.492,688,27.34732,32.27856,39,3,4.3,3.1954,4,12,6,6,0
57,13,3240,58,5,1590,487.19,546.83,746,415.4,353.595,688,25.84843,34.83822,39,4,3.6,3.9256,2,12,6,6,0
63,13,3284,63,5,1661,478.93,573.47,786,415.4,358.564,688,25.37752,32.30838,38,3,3.6,3.7728,3,12,6,6,0
61,13,3260,55,5,1497,462.9,547.83,791,415.4,361.131,688,26.47466,28.22032,38,4,3.8,3.1954,3,12,6,6,0
43,13,3200,64,5,1490,483.79,565.39,769,415.4,352.484,688,25.79221,28.39449,38,4,4,4.967,6,12,6,6,0
45,13,3109,67,5,1642,479.86,536.28,759,415.4,350.393,688,25.84742,28.49033,42,5,5.4,4.1282,4,12,6,6,0
